20,20;80,50;0
20,20;80,50;5
20,20;80,50;10
20,20;80,50;15
20,20;80,50;20
20,20;80,50;25
20,20;80,50;30
20,20;80,50;35
20,20;80,50;40
20,20;80,50;45
20,20;80,50;50
20,20;80,50;55
20,20;80,50;60
20,20;80,50;65
20,20;80,50;70
20,20;80,50;75
20,20;80,50;80
20,20;80,50;85
20,20;80,50;90
20,20;80,50;95
20,20;80,50;100
20,20;80,50;105
20,20;80,50;110
20,20;80,50;115
20,20;80,50;120
20,20;80,50;125
20,20;80,50;130
20,20;80,50;135
20,20;80,50;140
20,20;80,50;145
20,20;80,50;150
20,20;80,50;155
20,20;80,50;160
20,20;80,50;165
20,20;80,50;170
20,20;80,50;175
20,20;80,50;180
20,20;80,50;185
20,20;80,50;190
20,20;80,50;195
20,20;80,50;200
20,20;80,50;205
20,20;80,50;210
20,20;80,50;215
20,20;80,50;220
20,20;80,50;225
20,20;80,50;230
20,20;80,50;235
20,20;80,50;240
20,20;80,50;245
20,20;80,50;250
20,20;80,50;255
20,20;80,50;260
20,20;80,50;265
20,20;80,50;270
20,20;80,50;275
20,20;80,50;280
20,20;80,50;285
20,20;80,50;290
20,20;80,50;295
20,20;80,50;300
20,20;80,50;305
20,20;80,50;310
20,20;80,50;315
20,20;80,50;320
20,20;80,50;325
20,20;80,50;330
20,20;80,50;335
20,20;80,50;340
20,20;80,50;345
20,20;80,50;350
20,20;80,50;355
20,20;80,50;360
20,20;80,50;365
20,20;80,50;370
20,20;80,50;375
20,20;80,50;380
20,20;80,50;385
20,20;80,50;390
20,20;80,50;395
20,20;80,50;400
20,20;80,50;405
20,20;80,50;410
20,20;80,50;415
20,20;80,50;420
20,20;80,50;425
20,20;80,50;430
20,20;80,50;435
20,20;80,50;440
20,20;80,50;445
20,20;80,50;450
20,20;80,50;455
20,20;80,50;460
20,20;80,50;465
20,20;80,50;470
20,20;80,50;475
20,20;80,50;480
20,20;80,50;485
20,20;80,50;490
20,20;80,50;495
80,50;20,20;0
80,50;20,20;5
80,50;20,20;10
80,50;20,20;15
80,50;20,20;20
80,50;20,20;25
80,50;20,20;30
80,50;20,20;35
80,50;20,20;40
80,50;20,20;45
80,50;20,20;50
80,50;20,20;55
80,50;20,20;60
80,50;20,20;65
80,50;20,20;70
80,50;20,20;75
80,50;20,20;80
80,50;20,20;85
80,50;20,20;90
80,50;20,20;95
80,50;20,20;100
80,50;20,20;105
80,50;20,20;110
80,50;20,20;115
80,50;20,20;120
80,50;20,20;125
80,50;20,20;130
80,50;20,20;135
80,50;20,20;140
80,50;20,20;145
80,50;20,20;150
80,50;20,20;155
80,50;20,20;160
80,50;20,20;165
80,50;20,20;170
80,50;20,20;175
80,50;20,20;180
80,50;20,20;185
80,50;20,20;190
80,50;20,20;195
80,50;20,20;200
80,50;20,20;205
80,50;20,20;210
80,50;20,20;215
80,50;20,20;220
80,50;20,20;225
80,50;20,20;230
80,50;20,20;235
80,50;20,20;240
80,50;20,20;245
80,50;20,20;250
80,50;20,20;255
80,50;20,20;260
80,50;20,20;265
80,50;20,20;270
80,50;20,20;275
80,50;20,20;280
80,50;20,20;285
80,50;20,20;290
80,50;20,20;295
80,50;20,20;300
80,50;20,20;305
80,50;20,20;310
80,50;20,20;315
80,50;20,20;320
80,50;20,20;325
80,50;20,20;330
80,50;20,20;335
80,50;20,20;340
80,50;20,20;345
80,50;20,20;350
80,50;20,20;355
80,50;20,20;360
80,50;20,20;365
80,50;20,20;370
80,50;20,20;375
80,50;20,20;380
80,50;20,20;385
80,50;20,20;390
80,50;20,20;395
80,50;20,20;400
80,50;20,20;405
80,50;20,20;410
80,50;20,20;415
80,50;20,20;420
80,50;20,20;425
80,50;20,20;430
80,50;20,20;435
80,50;20,20;440
80,50;20,20;445
80,50;20,20;450
80,50;20,20;455
80,50;20,20;460
80,50;20,20;465
80,50;20,20;470
80,50;20,20;475
80,50;20,20;480
80,50;20,20;485
80,50;20,20;490
80,50;20,20;495
20,50;80,20;0
20,50;80,20;5
20,50;80,20;10
20,50;80,20;15
20,50;80,20;20
20,50;80,20;25
20,50;80,20;30
20,50;80,20;35
20,50;80,20;40
20,50;80,20;45
20,50;80,20;50
20,50;80,20;55
20,50;80,20;60
20,50;80,20;65
20,50;80,20;70
20,50;80,20;75
20,50;80,20;80
20,50;80,20;85
20,50;80,20;90
20,50;80,20;95
20,50;80,20;100
20,50;80,20;105
20,50;80,20;110
20,50;80,20;115
20,50;80,20;120
20,50;80,20;125
20,50;80,20;130
20,50;80,20;135
20,50;80,20;140
20,50;80,20;145
20,50;80,20;150
20,50;80,20;155
20,50;80,20;160
20,50;80,20;165
20,50;80,20;170
20,50;80,20;175
20,50;80,20;180
20,50;80,20;185
20,50;80,20;190
20,50;80,20;195
20,50;80,20;200
20,50;80,20;205
20,50;80,20;210
20,50;80,20;215
20,50;80,20;220
20,50;80,20;225
20,50;80,20;230
20,50;80,20;235
20,50;80,20;240
20,50;80,20;245
20,50;80,20;250
20,50;80,20;255
20,50;80,20;260
20,50;80,20;265
20,50;80,20;270
20,50;80,20;275
20,50;80,20;280
20,50;80,20;285
20,50;80,20;290
20,50;80,20;295
20,50;80,20;300
20,50;80,20;305
20,50;80,20;310
20,50;80,20;315
20,50;80,20;320
20,50;80,20;325
20,50;80,20;330
20,50;80,20;335
20,50;80,20;340
20,50;80,20;345
20,50;80,20;350
20,50;80,20;355
20,50;80,20;360
20,50;80,20;365
20,50;80,20;370
20,50;80,20;375
20,50;80,20;380
20,50;80,20;385
20,50;80,20;390
20,50;80,20;395
20,50;80,20;400
20,50;80,20;405
20,50;80,20;410
20,50;80,20;415
20,50;80,20;420
20,50;80,20;425
20,50;80,20;430
20,50;80,20;435
20,50;80,20;440
20,50;80,20;445
20,50;80,20;450
20,50;80,20;455
20,50;80,20;460
20,50;80,20;465
20,50;80,20;470
20,50;80,20;475
20,50;80,20;480
20,50;80,20;485
20,50;80,20;490
20,50;80,20;495
80,20;20,50;0
80,20;20,50;5
80,20;20,50;10
80,20;20,50;15
80,20;20,50;20
80,20;20,50;25
80,20;20,50;30
80,20;20,50;35
80,20;20,50;40
80,20;20,50;45
80,20;20,50;50
80,20;20,50;55
80,20;20,50;60
80,20;20,50;65
80,20;20,50;70
80,20;20,50;75
80,20;20,50;80
80,20;20,50;85
80,20;20,50;90
80,20;20,50;95
80,20;20,50;100
80,20;20,50;105
80,20;20,50;110
80,20;20,50;115
80,20;20,50;120
80,20;20,50;125
80,20;20,50;130
80,20;20,50;135
80,20;20,50;140
80,20;20,50;145
80,20;20,50;150
80,20;20,50;155
80,20;20,50;160
80,20;20,50;165
80,20;20,50;170
80,20;20,50;175
80,20;20,50;180
80,20;20,50;185
80,20;20,50;190
80,20;20,50;195
80,20;20,50;200
80,20;20,50;205
80,20;20,50;210
80,20;20,50;215
80,20;20,50;220
80,20;20,50;225
80,20;20,50;230
80,20;20,50;235
80,20;20,50;240
80,20;20,50;245
80,20;20,50;250
80,20;20,50;255
80,20;20,50;260
80,20;20,50;265
80,20;20,50;270
80,20;20,50;275
80,20;20,50;280
80,20;20,50;285
80,20;20,50;290
80,20;20,50;295
80,20;20,50;300
80,20;20,50;305
80,20;20,50;310
80,20;20,50;315
80,20;20,50;320
80,20;20,50;325
80,20;20,50;330
80,20;20,50;335
80,20;20,50;340
80,20;20,50;345
80,20;20,50;350
80,20;20,50;355
80,20;20,50;360
80,20;20,50;365
80,20;20,50;370
80,20;20,50;375
80,20;20,50;380
80,20;20,50;385
80,20;20,50;390
80,20;20,50;395
80,20;20,50;400
80,20;20,50;405
80,20;20,50;410
80,20;20,50;415
80,20;20,50;420
80,20;20,50;425
80,20;20,50;430
80,20;20,50;435
80,20;20,50;440
80,20;20,50;445
80,20;20,50;450
80,20;20,50;455
80,20;20,50;460
80,20;20,50;465
80,20;20,50;470
80,20;20,50;475
80,20;20,50;480
80,20;20,50;485
80,20;20,50;490
80,20;20,50;495
50,10;50,80;0
50,10;50,80;5
50,10;50,80;10
50,10;50,80;15
50,10;50,80;20
50,10;50,80;25
50,10;50,80;30
50,10;50,80;35
50,10;50,80;40
50,10;50,80;45
50,10;50,80;50
50,10;50,80;55
50,10;50,80;60
50,10;50,80;65
50,10;50,80;70
50,10;50,80;75
50,10;50,80;80
50,10;50,80;85
50,10;50,80;90
50,10;50,80;95
50,10;50,80;100
50,10;50,80;105
50,10;50,80;110
50,10;50,80;115
50,10;50,80;120
50,10;50,80;125
50,10;50,80;130
50,10;50,80;135
50,10;50,80;140
50,10;50,80;145
50,10;50,80;150
50,10;50,80;155
50,10;50,80;160
50,10;50,80;165
50,10;50,80;170
50,10;50,80;175
50,10;50,80;180
50,10;50,80;185
50,10;50,80;190
50,10;50,80;195
50,10;50,80;200
50,10;50,80;205
50,10;50,80;210
50,10;50,80;215
50,10;50,80;220
50,10;50,80;225
50,10;50,80;230
50,10;50,80;235
50,10;50,80;240
50,10;50,80;245
50,10;50,80;250
50,10;50,80;255
50,10;50,80;260
50,10;50,80;265
50,10;50,80;270
50,10;50,80;275
50,10;50,80;280
50,10;50,80;285
50,10;50,80;290
50,10;50,80;295
50,10;50,80;300
50,10;50,80;305
50,10;50,80;310
50,10;50,80;315
50,10;50,80;320
50,10;50,80;325
50,10;50,80;330
50,10;50,80;335
50,10;50,80;340
50,10;50,80;345
50,10;50,80;350
50,10;50,80;355
50,10;50,80;360
50,10;50,80;365
50,10;50,80;370
50,10;50,80;375
50,10;50,80;380
50,10;50,80;385
50,10;50,80;390
50,10;50,80;395
50,10;50,80;400
50,10;50,80;405
50,10;50,80;410
50,10;50,80;415
50,10;50,80;420
50,10;50,80;425
50,10;50,80;430
50,10;50,80;435
50,10;50,80;440
50,10;50,80;445
50,10;50,80;450
50,10;50,80;455
50,10;50,80;460
50,10;50,80;465
50,10;50,80;470
50,10;50,80;475
50,10;50,80;480
50,10;50,80;485
50,10;50,80;490
50,10;50,80;495
50,80;50,10;0
50,80;50,10;5
50,80;50,10;10
50,80;50,10;15
50,80;50,10;20
50,80;50,10;25
50,80;50,10;30
50,80;50,10;35
50,80;50,10;40
