30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
30,20;70,80;0
30,80;70,20;0
